case,iou_threshold,TP,FP,FN,precision,detectability
Liver_Lesions_1004.nii.gz,0.15,26,13,5,0.6666666666666666,0.8387096774193549
Liver_Lesions_1004.nii.gz,0.2,26,13,5,0.6666666666666666,0.8387096774193549
Liver_Lesions_1004.nii.gz,0.5,24,15,7,0.6153846153846154,0.7741935483870968
Liver_Lesions_1006.nii.gz,0.15,3,1,0,0.75,1.0
Liver_Lesions_1006.nii.gz,0.2,3,1,0,0.75,1.0
Liver_Lesions_1006.nii.gz,0.5,3,1,0,0.75,1.0
Liver_Lesions_1007.nii.gz,0.15,13,2,2,0.8666666666666667,0.8666666666666667
Liver_Lesions_1007.nii.gz,0.2,13,2,2,0.8666666666666667,0.8666666666666667
Liver_Lesions_1007.nii.gz,0.5,12,3,3,0.8,0.8
Liver_Lesions_1009.nii.gz,0.15,1,1,1,0.5,0.5
Liver_Lesions_1009.nii.gz,0.2,1,1,1,0.5,0.5
Liver_Lesions_1009.nii.gz,0.5,1,1,1,0.5,0.5
Liver_Lesions_1010.nii.gz,0.15,9,7,10,0.5625,0.47368421052631576
Liver_Lesions_1010.nii.gz,0.2,7,9,12,0.4375,0.3684210526315789
Liver_Lesions_1010.nii.gz,0.5,5,11,14,0.3125,0.2631578947368421
Liver_Lesions_1015.nii.gz,0.15,4,0,0,1.0,1.0
Liver_Lesions_1015.nii.gz,0.2,4,0,0,1.0,1.0
Liver_Lesions_1015.nii.gz,0.5,4,0,0,1.0,1.0
Liver_Lesions_1019.nii.gz,0.15,5,7,0,0.4166666666666667,1.0
Liver_Lesions_1019.nii.gz,0.2,5,7,0,0.4166666666666667,1.0
Liver_Lesions_1019.nii.gz,0.5,3,9,2,0.25,0.6
Liver_Lesions_1025.nii.gz,0.15,26,17,60,0.6046511627906976,0.3023255813953488
Liver_Lesions_1025.nii.gz,0.2,23,20,63,0.5348837209302325,0.26744186046511625
Liver_Lesions_1025.nii.gz,0.5,10,33,76,0.23255813953488372,0.11627906976744186
Liver_Lesions_1029.nii.gz,0.15,3,2,0,0.6,1.0
Liver_Lesions_1029.nii.gz,0.2,3,2,0,0.6,1.0
Liver_Lesions_1029.nii.gz,0.5,3,2,0,0.6,1.0
Liver_Lesions_1032.nii.gz,0.15,2,4,2,0.3333333333333333,0.5
Liver_Lesions_1032.nii.gz,0.2,2,4,2,0.3333333333333333,0.5
Liver_Lesions_1032.nii.gz,0.5,2,4,2,0.3333333333333333,0.5
Liver_Lesions_1040.nii.gz,0.15,4,2,0,0.6666666666666666,1.0
Liver_Lesions_1040.nii.gz,0.2,4,2,0,0.6666666666666666,1.0
Liver_Lesions_1040.nii.gz,0.5,4,2,0,0.6666666666666666,1.0
Liver_Lesions_1041.nii.gz,0.15,1,5,0,0.16666666666666666,1.0
